,host_id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1546,22425158,4.94,4.96,4.93,4.99,4.99,4.81,4.86
1547,95837725,4.64,4.75,4.69,4.52,4.68,4.9,4.46
1548,96124779,4.96,4.99,4.97,4.99,4.92,4.95,4.62
1549,18100158,4.91,4.91,4.85,5.0,5.0,4.97,4.67
1550,2552393,4.95,4.89,4.89,5.0,5.0,4.68,4.79
1551,84110214,4.96,4.98,4.98,5.0,5.0,4.82,4.86
1552,2574458,4.81,4.84,4.81,4.95,4.91,4.68,4.58
1553,96660579,4.4,4.47,4.0,4.8,4.67,4.67,4.33
1554,7807736,,,,,,,
1555,96890675,4.66,4.76,4.68,4.81,4.81,4.91,4.58
1556,65048017,4.91,4.96,4.57,5.0,5.0,4.96,4.57
1557,533509,5.0,4.92,4.58,5.0,5.0,4.82,4.91
1558,97066918,4.68,4.7,4.63,4.91,4.9,4.63,4.39
1559,97085913,4.93,4.92,4.95,4.97,4.97,4.97,4.76
1560,17760324,4.73,4.8,4.41,4.93,4.88,4.5,4.48
1561,91951982,4.25,4.0,4.25,4.25,4.25,4.5,3.75
1562,4906957,4.89,4.93,4.97,4.97,4.96,4.94,4.8
1563,76607139,4.83,4.88,4.87,4.95,4.95,4.91,4.74
1564,1791317,4.91,5.0,5.0,5.0,5.0,4.96,4.65
1565,5597263,4.93,4.95,4.95,4.88,4.95,4.95,4.73
1566,23923878,4.91,5.0,4.79,4.85,5.0,4.85,4.74
1567,46536635,4.87,4.97,4.66,4.95,5.0,4.78,4.57
1568,24892437,4.96,5.0,4.93,4.96,5.0,4.86,4.89
1569,8553930,4.9,4.97,4.95,4.97,4.97,4.73,4.7
1570,96921500,4.82,4.9,4.9,4.91,4.92,4.7,4.69
1571,2425674,4.97,4.97,5.0,4.97,5.0,4.83,4.6
1572,31206472,5.0,5.0,4.94,4.89,5.0,4.61,4.67
1573,98377308,4.94,4.68,4.81,4.97,5.0,4.97,4.57
1574,98171390,4.49,4.66,4.36,4.68,4.64,4.96,4.4
1575,48402020,4.83,4.88,4.75,4.88,5.0,4.88,4.63
1576,23784233,4.95,4.95,4.81,4.95,5.0,4.76,4.84
1577,99025407,4.39,4.7,4.39,4.74,4.78,4.52,4.37
1578,3627864,5.0,4.89,4.67,5.0,5.0,4.89,4.89
1579,33183282,4.95,5.0,4.73,5.0,4.95,4.77,4.73
1580,3552086,4.95,4.95,5.0,4.97,4.99,4.97,4.76
1581,2829587,4.95,4.96,4.98,4.95,4.92,4.65,4.74
1582,99595481,4.85,4.85,4.85,5.0,4.85,4.69,4.69
1583,99642871,5.0,5.0,5.0,5.0,5.0,5.0,4.5
1584,99852324,4.94,4.94,4.93,4.97,4.97,4.73,4.67
1585,95546810,4.98,4.93,4.98,5.0,4.96,4.51,4.81
1586,51848909,,,,,,,
1587,100232584,4.84,4.79,4.89,5.0,5.0,4.58,4.37
1588,19094953,4.88,4.92,4.84,4.96,4.88,4.83,4.63
1589,100077413,4.63,4.68,4.73,4.83,4.84,4.97,4.5
1590,29340861,4.56,4.81,4.25,4.87,4.88,3.93,4.33
1591,1656490,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1592,16911797,4.94,4.94,5.0,5.0,5.0,4.84,4.82
1593,27090599,5.0,4.6,5.0,5.0,5.0,4.8,5.0
1594,37995170,5.0,5.0,4.92,5.0,5.0,5.0,5.0
1595,100913405,4.98,4.99,5.0,5.0,5.0,4.93,4.77
1596,38825821,5.0,5.0,4.6,4.8,5.0,5.0,4.8
1597,52417797,4.92,4.95,4.83,4.99,4.99,5.0,4.76
1598,52417797,4.96,4.97,4.84,4.99,5.0,4.99,4.76
1599,101026697,4.93,4.94,4.95,4.86,4.93,4.96,4.76
1600,6029168,4.97,4.97,4.73,4.93,4.9,4.87,4.77
1601,60887477,4.82,4.82,4.87,4.91,4.96,4.94,4.62
1602,37920935,4.79,4.76,4.62,4.79,5.0,4.34,4.72
1603,20247342,4.98,4.95,4.85,4.93,4.98,4.6,4.68
1604,101490730,4.74,4.85,4.63,4.93,4.93,4.74,4.63
1605,36029200,4.52,4.7,4.65,4.86,4.82,4.65,4.35
1606,5459772,4.94,4.88,4.82,4.27,4.73,5.0,4.79
1607,43936095,4.9,5.0,4.81,4.95,5.0,4.7,4.75
1608,14403546,4.86,4.86,4.86,5.0,5.0,4.8,4.8
1609,7245756,4.71,4.93,4.29,5.0,5.0,4.86,4.64
1610,39022596,4.96,4.88,4.98,4.96,4.94,4.68,4.8
1611,101988058,4.89,4.89,4.56,5.0,4.89,4.33,4.89
1612,101993859,4.81,4.75,4.52,4.86,4.95,4.41,4.47
1613,102064815,4.92,4.92,4.98,4.92,4.97,4.92,4.73
1614,102063858,4.36,4.48,4.36,4.6,4.41,4.86,4.19
1615,14369395,4.72,4.88,4.79,5.0,5.0,4.75,4.67
1616,102110697,4.89,4.92,4.97,5.0,4.97,4.61,4.8
1617,12611421,5.0,5.0,4.97,4.86,5.0,4.86,4.72
1618,10604372,4.9,4.9,4.81,5.0,5.0,4.81,4.83
1619,24941690,5.0,5.0,5.0,5.0,5.0,5.0,4.86
1620,62960030,4.94,4.94,4.9,4.95,4.98,4.82,4.79
1621,39113987,4.73,4.94,4.94,4.88,4.94,4.63,4.75
1622,23575971,4.98,5.0,4.98,4.98,5.0,4.98,4.86
1623,25389285,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1624,41830207,4.84,4.74,4.79,4.84,4.79,4.74,4.58
1625,261549,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1626,82368415,4.97,4.99,4.98,4.99,4.99,4.72,4.9
1627,101953609,4.86,4.94,4.91,4.97,4.91,4.76,4.74
1628,47499392,4.61,4.83,4.83,4.83,4.78,4.11,4.44
1629,39530282,,,,,,,
1630,8492548,4.97,4.94,4.87,4.87,5.0,4.77,4.79
1631,103304059,4.97,4.89,4.97,4.97,4.92,4.84,4.58
1632,4473576,4.83,4.86,4.85,4.93,4.84,5.0,4.7
1633,72540522,4.9,4.9,4.98,4.98,4.95,4.95,4.76
1634,53052270,4.8,4.88,4.33,4.88,4.9,4.73,4.45
1635,88437019,4.97,5.0,4.97,4.97,5.0,4.97,4.59
1636,16938824,4.57,4.75,4.13,4.75,5.0,4.63,4.5
1637,98297,4.87,4.9,4.92,4.97,4.97,4.91,4.81
1638,17285554,5.0,4.95,5.0,4.95,4.95,4.77,4.95
1639,15178012,5.0,4.96,4.87,5.0,5.0,5.0,4.87
1640,103668804,4.98,4.98,4.91,4.91,4.88,4.95,4.86
1641,23256355,4.79,4.88,4.36,4.95,4.98,4.88,4.69
1642,2667507,4.9,4.9,4.8,5.0,5.0,4.8,4.8
1643,57099845,4.97,4.95,4.95,4.94,4.98,4.92,4.75
1644,69471426,4.85,4.85,4.62,4.97,4.97,4.97,4.74
1645,15712909,4.7,4.82,4.52,4.93,4.84,4.66,4.55
1646,417377,5.0,4.94,4.9,4.9,4.94,4.71,4.77
1647,7384818,4.93,4.94,4.96,4.97,4.94,4.92,4.76
1648,28289832,4.91,4.92,4.92,4.95,4.96,4.93,4.72
1649,24453709,4.95,5.0,4.95,4.65,5.0,4.9,4.85
1650,5274490,4.84,4.84,4.64,4.84,4.84,4.96,4.56
1651,19215663,4.81,4.89,4.76,4.93,4.95,4.8,4.78
1652,5633726,4.83,4.94,4.92,4.92,4.97,4.81,4.78
1653,4875280,4.93,4.93,4.79,4.96,4.96,4.93,4.68
1654,105426856,4.86,4.73,4.55,4.95,5.0,4.64,4.64
1655,46878277,4.9,4.71,4.95,5.0,5.0,4.81,4.81
1656,105605002,5.0,5.0,5.0,5.0,5.0,5.0,4.67
1657,20008480,4.64,4.77,4.61,4.77,4.77,4.54,4.66
1658,389623,4.97,4.97,5.0,5.0,4.97,4.94,4.88
1659,27489189,4.74,4.94,4.86,4.97,4.97,4.66,4.4
1660,7667088,4.97,4.79,4.97,4.88,4.88,4.76,4.48
1661,25677161,4.83,4.84,4.82,4.91,4.95,4.79,4.68
1662,106001550,4.76,4.83,4.68,4.95,4.94,4.92,4.5
1663,106003312,4.81,4.8,4.76,4.9,4.93,4.61,4.65
1664,35394837,4.53,4.65,4.57,4.87,4.76,4.95,4.39
1665,105536860,4.46,4.69,4.62,4.71,4.77,4.31,4.37
1666,15996910,4.62,4.77,4.75,4.84,4.88,4.81,4.49
1667,15996910,4.69,4.71,4.78,4.78,4.84,4.85,4.46
1668,62678360,4.77,4.87,4.49,4.87,4.92,4.97,4.66
1669,7269376,4.96,4.93,4.89,4.93,4.96,4.79,4.84
1670,46779856,4.92,5.0,5.0,4.96,5.0,4.79,4.79
1671,106881878,4.63,4.83,4.29,4.83,4.78,4.57,4.32
1672,27203229,4.9,4.9,4.87,4.99,5.0,4.77,4.74
1673,44168250,4.43,4.86,4.48,4.62,4.67,5.0,4.24
1674,44168250,4.46,4.63,4.57,4.8,4.69,5.0,4.43
1675,7922782,4.86,4.71,4.86,5.0,5.0,4.71,4.43
1676,102064815,4.89,4.94,4.98,4.91,4.96,4.93,4.72
1677,19094953,4.86,4.91,4.86,4.95,4.95,5.0,4.86
1678,15440492,,,,,,,
1679,107248677,4.72,4.53,4.42,4.92,4.92,4.67,4.22
1680,72546470,4.63,4.73,4.72,4.85,4.76,4.84,4.44
1681,72546470,4.74,4.81,4.76,4.88,4.89,4.81,4.56
1682,107372728,5.0,4.98,4.97,5.0,4.97,4.95,4.76
1683,25381221,4.93,5.0,5.0,4.93,5.0,4.8,4.87
1684,107445003,4.6,4.2,5.0,5.0,5.0,4.6,4.4
1685,107448990,4.54,4.46,4.66,4.46,4.55,4.93,4.42
1686,107448990,4.56,4.7,4.59,4.63,4.68,4.94,4.45
1687,107474210,5.0,5.0,4.96,5.0,5.0,4.92,4.85
1688,471709,4.89,4.86,4.71,4.96,4.93,4.74,4.85
1689,17905452,4.86,4.86,4.57,5.0,5.0,5.0,4.71
1690,107690122,4.0,4.0,2.0,4.0,4.0,3.0,4.0
1691,107982559,4.77,4.59,4.59,4.95,4.91,4.81,4.76
1692,7019438,4.95,4.95,4.95,4.99,5.0,4.71,4.83
1693,43445408,4.88,4.85,4.75,4.83,4.9,4.6,4.65
1694,68332208,4.83,4.78,5.0,4.83,4.89,4.61,4.61
1695,2978366,4.89,4.88,4.8,4.97,4.95,4.75,4.64
1696,3888605,4.96,4.93,4.93,4.82,4.96,4.82,4.79
1697,83891777,4.9,5.0,4.98,5.0,4.88,4.9,4.75
1698,2674028,4.59,4.61,4.36,4.74,4.72,4.45,4.36
1699,108990987,4.61,4.73,4.7,4.48,4.68,4.83,4.51
1700,662664,4.91,4.96,4.9,4.97,4.95,4.96,4.7
1701,4978942,4.73,4.82,4.6,4.94,4.9,4.74,4.68
1702,20593864,4.94,4.99,5.0,4.96,4.87,4.94,4.8
1703,2705184,4.82,4.88,4.87,4.94,4.84,4.96,4.67
1704,41130076,4.97,4.96,4.97,4.98,4.95,4.87,4.8
1705,283269,5.0,5.0,5.0,5.0,5.0,4.75,4.67
1706,29268751,4.89,4.92,4.74,4.89,4.96,4.67,4.76
1707,109959345,4.94,4.85,4.97,4.88,4.94,4.66,4.78
1708,110111688,4.98,4.98,4.94,5.0,5.0,4.84,4.74
1709,109868271,4.93,5.0,4.79,5.0,5.0,4.83,4.67
1710,5831960,4.67,4.75,4.83,5.0,5.0,4.58,4.92
1711,110484766,4.86,4.9,4.92,4.96,4.96,4.73,4.7
1712,5831960,4.88,4.92,4.73,4.88,4.85,4.69,4.85
1713,3040748,4.39,4.33,4.27,4.47,4.46,4.26,4.44
1714,10130015,4.88,4.9,4.76,4.93,4.93,4.76,4.68
1715,63763729,4.85,4.92,4.81,5.0,5.0,4.62,4.81
1716,6906435,4.94,5.0,4.76,4.92,4.97,4.7,4.7
1717,8053379,4.8,4.9,4.85,4.9,4.93,4.46,4.37
1718,16679663,4.87,4.89,4.74,4.91,4.98,4.94,4.64
1719,15336049,4.93,4.97,4.63,5.0,4.9,5.0,4.73
1720,15363263,4.92,4.92,5.0,5.0,5.0,4.85,4.77
1721,50510716,4.77,4.81,4.69,4.96,4.84,4.95,4.62
1722,111396524,4.64,4.68,4.68,4.68,4.84,4.84,4.76
1723,39211269,4.77,5.0,4.54,5.0,5.0,4.77,4.62
1724,2820665,4.91,5.0,4.81,4.94,4.98,4.8,4.72
1725,56163785,4.9,4.9,4.88,4.98,4.9,5.0,4.79
1726,75751560,4.93,5.0,5.0,4.86,4.93,4.86,4.86
1727,29987689,4.96,4.93,4.93,4.89,4.96,4.93,4.79
1728,10197812,4.78,4.85,4.83,4.78,4.85,4.73,4.68
1729,2999168,4.89,5.0,4.44,5.0,5.0,4.67,4.78
1730,57628084,4.78,4.84,4.82,4.93,4.93,4.7,4.6
1731,113356465,4.87,4.95,4.79,5.0,5.0,4.79,4.87
1732,19695482,4.92,4.82,4.92,4.7,5.0,4.9,4.7
1733,6176394,4.94,4.89,4.89,4.94,5.0,4.71,4.77
1734,3603865,4.89,4.95,4.92,4.94,4.89,4.75,4.58
1735,4853518,5.0,4.96,4.81,4.96,5.0,4.42,4.77
1736,86084716,4.93,4.95,4.72,4.9,4.86,4.5,4.55
1737,113999082,4.83,4.92,5.0,4.91,4.92,4.55,4.4
1738,9696237,4.76,4.8,4.8,4.68,4.8,4.8,4.68
1739,38150565,4.91,4.86,4.93,4.95,4.89,4.92,4.74
1740,114456380,4.94,4.97,4.96,4.96,4.97,4.9,4.86
1741,114630975,4.68,4.79,4.42,4.83,4.78,4.56,4.56
1742,73702115,4.81,4.85,4.84,4.96,4.97,4.61,4.73
1743,7792631,4.88,4.78,4.75,4.87,4.88,4.9,4.77
1744,34785772,,,,,,,
1745,115330332,4.58,4.67,4.67,4.79,4.7,4.89,4.41
1746,35696891,4.95,4.89,4.89,4.92,5.0,4.59,4.73
1747,19691946,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1748,14745730,4.9,4.91,4.85,4.97,4.99,4.88,4.7
1749,6540523,5.0,5.0,5.0,5.0,5.0,4.5,4.5
1750,85112679,4.88,4.88,4.75,5.0,5.0,4.88,4.75
1751,837545,4.97,4.96,4.97,4.97,4.97,4.98,4.9
1752,21815829,4.86,4.85,4.85,4.96,4.95,4.81,4.7
1753,89881275,4.95,4.95,5.0,5.0,5.0,4.84,4.84
1754,24851510,4.97,4.95,4.95,4.92,4.95,4.95,4.76
1755,12605073,4.83,5.0,5.0,4.83,5.0,4.33,4.67
1756,3040748,4.72,4.71,4.84,4.91,4.83,4.57,4.78
1757,4272180,4.9,4.98,4.88,4.86,4.84,4.53,4.67
1758,18490460,4.84,4.97,4.84,4.9,4.87,4.73,4.63
1759,117562948,5.0,4.95,4.74,4.95,5.0,4.79,4.79
1760,117820649,4.67,5.0,4.5,5.0,5.0,4.67,4.83
1761,117820649,4.0,3.5,4.0,5.0,5.0,4.5,3.5
1762,6025580,4.47,4.33,4.33,4.6,4.6,4.67,4.4
1763,7447336,4.68,4.71,4.5,4.71,4.57,4.76,4.62
1764,6906435,4.82,4.91,4.91,4.91,4.91,4.45,4.73
1765,99355470,4.8,4.8,4.67,4.87,4.8,4.9,4.57
1766,556129,4.56,4.52,4.19,4.67,4.85,4.63,4.48
1767,887792,4.86,5.0,4.73,4.91,4.95,4.59,4.68
1768,1232843,4.85,4.89,4.74,4.96,4.97,4.91,4.8
1769,118345810,4.68,4.71,4.86,4.85,4.76,4.76,4.62
1770,118345810,4.73,4.83,4.88,4.92,4.93,4.8,4.67
1771,4473548,5.0,4.75,4.88,4.88,5.0,5.0,5.0
1772,118649405,4.94,4.96,4.91,4.95,4.95,4.94,4.8
1773,118345810,4.56,4.79,4.76,4.81,4.79,4.7,4.49
1774,54081872,4.98,4.98,4.95,5.0,4.96,4.91,4.84
1775,2331953,4.84,4.9,4.83,4.96,4.94,4.91,4.82
1776,14669931,4.98,4.98,5.0,4.98,4.96,4.96,4.83
1777,115128469,4.86,4.83,4.66,4.83,4.72,4.9,4.48
1778,118830499,4.59,4.78,4.8,4.5,4.57,4.88,4.39
1779,118946082,4.87,4.92,4.71,5.0,4.95,4.97,4.79
1780,88842323,4.96,4.92,4.88,5.0,5.0,4.83,4.67
1781,6992853,5.0,5.0,5.0,4.95,5.0,5.0,4.77
1782,5950226,5.0,5.0,5.0,5.0,5.0,4.95,4.81
1783,116572131,4.93,4.98,4.96,4.91,4.96,4.63,4.81
1784,259495,4.81,5.0,4.69,4.67,4.93,4.93,4.8
1785,21252119,4.97,4.95,4.99,4.98,4.99,4.93,4.81
1786,21873682,5.0,5.0,5.0,5.0,5.0,5.0,4.8
1787,21738365,5.0,4.95,4.95,4.9,4.95,4.95,4.75
1788,18163774,5.0,4.88,4.63,5.0,5.0,4.88,5.0
1789,4615590,4.5,4.4,4.3,4.6,4.6,4.2,4.4
1790,120036005,4.38,4.53,4.46,4.73,4.56,4.94,4.29
1791,16274382,4.75,4.88,4.75,4.88,4.88,4.63,4.63
1792,92584607,4.85,4.73,4.98,4.9,4.9,4.43,4.55
1793,60070666,4.9,4.9,4.8,5.0,5.0,4.9,4.8
1794,18293508,5.0,5.0,5.0,4.9,5.0,4.6,4.8
1795,481605,,,,,,,
1796,93607858,4.93,5.0,4.91,5.0,5.0,4.98,4.8
1797,1258549,4.82,4.88,4.76,4.92,4.92,4.85,4.64
1798,120487586,4.89,4.82,4.97,4.73,4.87,4.73,4.65
1799,120569848,4.31,4.39,4.03,4.53,4.59,4.39,4.22
1800,120842942,4.89,4.89,4.83,5.0,5.0,4.78,4.56
1801,121197675,5.0,5.0,5.0,5.0,5.0,4.0,5.0
1802,121195108,4.98,4.91,4.96,4.93,5.0,5.0,4.84
1803,2908485,4.85,5.0,4.75,5.0,5.0,4.85,4.65
1804,54233656,4.91,4.92,4.69,5.0,5.0,4.84,4.75
1805,8044298,4.8,4.85,4.8,4.88,4.95,4.6,4.66
1806,3522528,4.93,4.93,4.72,5.0,5.0,4.83,4.66
1807,32266621,4.98,4.97,4.95,5.0,4.99,4.98,4.89
1808,5435558,4.92,4.9,4.98,4.96,4.95,4.89,4.76
1809,52557385,4.97,4.97,4.97,4.94,5.0,4.88,4.71
1810,95422089,4.97,4.94,4.93,4.99,4.97,4.8,4.8
1811,34597903,4.87,4.87,4.89,4.91,4.89,4.66,4.77
1812,9439980,4.93,4.86,5.0,5.0,4.86,4.57,4.86
1813,77540373,4.83,5.0,4.75,4.83,4.92,5.0,4.45
1814,6870134,4.96,4.98,4.97,4.96,4.98,4.94,4.79
1815,60533837,4.91,4.95,4.94,4.97,4.97,4.97,4.77
1816,122536841,5.0,5.0,5.0,5.0,5.0,4.92,5.0
1817,40618169,4.7,4.85,4.42,4.91,5.0,4.36,4.64
1818,187728,5.0,4.96,4.96,4.96,5.0,5.0,4.85
1819,45097635,4.77,4.82,4.73,4.45,4.64,4.82,4.73
1820,120569848,4.31,4.55,4.12,4.55,4.58,4.41,4.29
1821,65859990,4.6,4.68,4.63,4.54,4.65,4.92,4.47
1822,3587641,5.0,5.0,4.88,5.0,5.0,4.75,4.88
1823,123191558,4.81,4.86,4.95,4.95,4.95,4.62,4.71
1824,123279093,4.81,4.85,4.88,4.92,4.88,4.46,4.54
1825,20719967,4.84,4.83,4.82,4.97,4.96,4.95,4.6
1826,73131569,5.0,4.95,5.0,4.98,5.0,4.93,4.88
1827,73131569,4.98,4.98,5.0,4.97,5.0,4.89,4.72
1828,10670068,4.73,4.87,4.78,4.87,4.83,4.75,4.64
1829,49623828,4.83,4.83,4.63,4.91,4.92,4.61,4.57
1830,123830544,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1831,123847675,5.0,5.0,5.0,5.0,5.0,5.0,4.5
1832,4740141,4.95,5.0,4.95,4.98,5.0,4.75,4.79
1833,12392805,4.89,4.84,4.79,4.83,5.0,4.44,4.72
1834,124027020,4.81,4.87,4.58,4.93,4.87,4.55,4.59
1835,122063438,4.96,4.93,4.97,4.93,4.97,4.54,4.75
1836,121548470,0.0,,,,,,
1837,20109769,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1838,11969034,4.9,4.9,4.99,4.97,4.97,4.95,4.75
1839,62728205,4.89,4.94,4.88,4.96,4.95,4.85,4.71
1840,124349399,4.7,4.96,4.7,4.7,4.67,4.93,4.85
1841,7424614,4.92,4.92,5.0,4.83,4.92,4.83,4.67
1842,79450360,4.9,4.88,4.92,5.0,4.92,5.0,4.75
1843,124404826,4.76,4.72,4.88,4.88,4.88,4.68,4.48
1844,68214211,4.85,4.71,4.65,4.94,4.9,4.65,4.65
1845,2957606,4.71,4.94,4.29,5.0,4.88,4.35,4.35
1846,27360660,4.71,4.88,4.79,4.83,4.83,4.52,4.43
1847,12480721,5.0,4.98,4.98,4.87,4.98,4.98,4.91
1848,4741460,4.5,4.93,4.21,4.86,5.0,4.77,4.69
1849,63522329,4.82,4.86,4.68,4.89,4.79,4.71,4.71
1850,65859911,4.25,4.25,4.13,4.75,4.75,5.0,4.38
1851,1383736,4.81,4.9,4.84,4.94,4.95,4.83,4.57
1852,2829587,4.88,4.76,4.94,4.94,4.82,4.59,4.82
1853,1221415,4.9,4.9,4.38,5.0,4.95,5.0,4.71
1854,125350952,4.76,4.78,4.88,4.94,4.91,4.43,4.65
1855,125556535,4.66,4.73,4.36,4.9,4.95,4.38,4.57
1856,55453296,4.92,5.0,5.0,4.92,5.0,4.67,4.75
1857,63215612,,,,,,,
1858,24438752,4.91,5.0,4.73,4.82,5.0,4.82,4.82
1859,104916208,4.67,4.69,4.67,4.79,4.83,4.98,4.45
1860,46683710,4.85,4.9,4.8,4.93,4.95,4.58,4.63
1861,1283205,4.71,4.71,4.57,4.86,5.0,4.57,4.71
1862,26741510,4.92,4.98,4.94,5.0,5.0,4.47,4.63
1863,116631993,4.71,4.64,4.73,4.84,4.85,4.45,4.41
1864,6680892,4.72,4.75,4.64,4.71,4.92,4.54,4.46
1865,105621738,4.79,4.93,4.82,4.86,4.96,4.86,4.79
1866,4988898,4.9,4.93,4.86,4.96,4.95,4.94,4.67
1867,96890675,4.68,4.76,4.78,4.83,4.79,4.88,4.61
1868,16573231,4.89,5.0,4.89,5.0,5.0,4.78,4.78
1869,5368199,5.0,4.91,5.0,5.0,5.0,5.0,4.73
1870,126245396,4.98,4.98,4.96,4.97,4.97,4.98,4.82
1871,64014525,4.67,4.81,4.52,4.77,4.81,4.65,4.46
1872,5033279,5.0,5.0,4.93,5.0,5.0,4.73,4.73
1873,4422940,5.0,5.0,4.89,4.95,5.0,4.79,4.84
1874,8769670,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1875,126555379,4.73,4.83,4.77,4.91,4.91,4.72,4.65
1876,7994367,4.89,4.89,4.82,4.93,4.93,4.43,4.71
1877,77544913,5.0,4.94,4.94,4.76,5.0,4.71,4.88
1878,56324213,4.77,4.79,4.59,4.87,4.92,4.42,4.45
1879,126898620,4.6,5.0,4.4,5.0,5.0,4.6,5.0
1880,44919122,5.0,5.0,5.0,5.0,5.0,5.0,4.8
1881,5889867,4.97,4.97,4.86,4.97,5.0,4.97,4.82
1882,12610858,5.0,5.0,4.8,5.0,5.0,5.0,5.0
1883,127517565,4.68,4.89,4.79,5.0,5.0,4.95,4.58
1884,127518312,4.81,4.95,4.9,5.0,4.86,4.62,4.71
1885,12327340,4.82,4.9,4.61,4.94,4.96,4.93,4.64
1886,36073241,4.8,4.88,4.96,4.8,4.88,5.0,4.8
1887,126245396,4.96,4.93,4.96,4.97,4.97,4.95,4.83
1888,3388577,5.0,5.0,4.87,5.0,5.0,4.8,4.93
1889,46691672,4.79,4.89,4.84,4.95,4.95,4.53,4.63
1890,92801089,5.0,5.0,5.0,4.8,5.0,4.6,4.8
1891,71298154,4.87,4.83,4.65,4.91,4.96,4.57,4.65
1892,10372922,4.7,4.85,4.75,4.9,5.0,4.7,4.6
1893,46659123,4.97,4.97,4.97,5.0,4.98,4.93,4.76
1894,67934499,,,,,,,
1895,2935150,4.73,4.82,4.45,4.91,4.73,4.91,4.73
1896,126455910,4.91,5.0,4.91,4.89,4.6,4.89,4.56
1897,15118583,4.54,4.84,4.65,4.86,4.86,4.76,4.46
1898,961670,4.91,4.94,4.94,4.93,4.89,4.73,4.78
1899,4625398,4.96,5.0,4.94,4.98,4.94,4.9,4.8
1900,89142786,4.79,4.84,4.77,4.93,4.92,4.9,4.66
1901,5719622,4.45,4.49,4.45,4.55,4.59,4.47,4.33
1902,123845480,5.0,4.9,5.0,5.0,5.0,5.0,4.7
1903,28307239,4.93,5.0,4.93,5.0,4.93,4.69,4.92
1904,2524784,5.0,5.0,5.0,5.0,5.0,4.0,5.0
1905,128755802,4.91,4.98,4.87,4.89,4.89,4.87,4.67
1906,128826790,4.62,4.65,4.87,4.77,4.77,4.67,4.49
1907,838782,5.0,5.0,5.0,5.0,5.0,4.6,4.8
1908,4168793,5.0,5.0,5.0,4.88,5.0,4.5,4.63
1909,19562807,4.91,4.92,4.87,4.96,4.98,4.96,4.68
1910,128974233,4.88,4.9,4.95,4.95,4.97,4.99,4.66
1911,6897982,4.93,4.93,4.93,4.79,4.8,4.93,4.79
1912,91108918,4.82,4.81,4.75,4.84,4.97,4.91,4.84
1913,4577738,4.91,4.94,4.79,4.91,5.0,4.85,4.71
1914,124583661,4.66,4.68,4.61,4.9,4.81,4.95,4.44
1915,9211055,5.0,5.0,4.83,5.0,5.0,4.83,4.83
1916,129284914,4.96,4.94,4.9,4.98,4.98,4.71,4.82
1917,32644677,4.9,4.86,4.9,4.86,4.95,4.38,4.62
1918,126555379,4.7,4.8,4.59,4.86,4.85,4.72,4.59
1919,57087005,4.96,4.95,4.94,4.98,4.97,4.84,4.83
1920,129455304,4.83,4.88,4.79,4.95,4.96,4.82,4.59
1921,125405697,4.88,4.81,4.88,4.75,5.0,5.0,4.63
1922,72351034,5.0,4.86,4.86,5.0,5.0,5.0,4.57
1923,26843240,4.88,4.87,4.75,4.97,4.97,4.97,4.64
1924,26843240,4.67,4.6,4.48,4.83,4.92,4.94,4.54
1925,6668266,4.77,5.0,4.31,5.0,5.0,4.85,4.92
1926,129858996,4.97,5.0,5.0,5.0,5.0,4.67,4.73
1927,28098183,5.0,5.0,5.0,4.83,5.0,5.0,4.83
1928,54579697,4.95,4.86,4.9,5.0,5.0,4.71,4.67
1929,47691349,4.64,5.0,4.18,5.0,4.91,4.82,4.55
1930,14376149,4.6,4.8,4.2,4.8,5.0,4.4,4.2
1931,7999699,4.61,4.63,4.03,4.84,4.91,4.66,4.47
1932,31812735,4.25,4.67,4.25,5.0,4.67,4.33,4.67
1933,44450371,4.94,5.0,4.96,4.9,4.96,4.81,4.83
1934,6974243,4.95,4.95,4.85,5.0,5.0,4.65,4.65
1935,7326442,4.62,4.72,4.71,4.74,4.73,4.49,4.54
1936,112813041,4.82,4.82,4.71,4.71,4.76,4.65,4.59
1937,19088542,5.0,4.98,5.0,4.98,4.99,4.86,4.88
1938,47796138,4.94,4.88,4.94,4.95,4.96,4.58,4.81
1939,110754528,4.88,4.88,4.63,4.88,4.88,4.5,4.71
1940,21681343,4.58,4.63,4.21,4.96,5.0,4.67,4.46
1941,75423633,4.83,5.0,4.83,4.67,5.0,4.83,4.83
1942,23296415,4.94,4.97,4.74,5.0,5.0,4.94,4.83
1943,88464251,4.71,4.81,4.19,4.8,4.93,4.47,4.6
1944,131141898,4.87,4.93,4.93,4.93,4.84,4.97,4.69
1945,58288512,4.85,4.93,4.96,4.96,4.96,4.76,4.54
1946,7818764,4.86,4.91,4.77,5.0,4.95,4.57,4.57
1947,10500854,4.69,4.77,4.31,4.92,4.92,4.58,4.67
1948,130649752,4.41,4.66,4.57,4.75,4.81,4.31,4.38
